,0,1
0,[5.8 2.7 5.1 1.9],[6.5 3.  5.2 2. ]
1,[6.7 3.3 5.7 2.5],[5.9 3.  5.1 1.8]
2,[6.8 3.2 5.9 2.3],[6.2 3.4 5.4 2.3]
3,[6.9 3.1 5.4 2.1],[6.5 3.  5.2 2. ]
4,[5.1 3.5 1.4 0.2],[5.1 3.4 1.5 0.2]
5,[5.1 3.5 1.4 0.2],[5.1 3.5 1.4 0.3]
6,[5.1 3.5 1.4 0.2],[5.2 3.5 1.5 0.2]
7,[5.1 3.5 1.4 0.2],[5.  3.6 1.4 0.2]
8,[4.9 3.  1.4 0.2],[4.7 3.2 1.3 0.2]
9,[4.9 3.  1.4 0.2],[4.6 3.1 1.5 0.2]
10,[4.9 3.  1.4 0.2],[5.  3.6 1.4 0.2]
11,[4.9 3.  1.4 0.2],[5.4 3.9 1.7 0.4]
12,[4.9 3.  1.4 0.2],[4.9 3.1 1.5 0.2]
13,[4.9 3.  1.4 0.2],[4.8 3.  1.4 0.3]
14,[4.9 3.  1.4 0.2],[4.8 3.  1.4 0.1]
15,[4.9 3.  1.4 0.2],[4.9 3.1 1.5 0.1]
16,[4.7 3.2 1.3 0.2],[4.6 3.1 1.5 0.2]
17,[4.7 3.2 1.3 0.2],[5.  3.6 1.4 0.2]
18,[4.7 3.2 1.3 0.2],[5.4 3.9 1.7 0.4]
19,[4.7 3.2 1.3 0.2],[4.6 3.4 1.4 0.3]
20,[4.7 3.2 1.3 0.2],[4.6 3.1 1.5 0.2]
21,[4.7 3.2 1.3 0.2],[4.6 3.2 1.4 0.2]
22,[4.7 3.2 1.3 0.2],[4.8 3.  1.4 0.1]
23,[4.7 3.2 1.3 0.2],[4.6 3.4 1.4 0.3]
24,[4.6 3.1 1.5 0.2],[5.  3.6 1.4 0.2]
25,[4.6 3.1 1.5 0.2],[5.4 3.9 1.7 0.4]
26,[4.6 3.1 1.5 0.2],[4.6 3.4 1.4 0.3]
27,[4.6 3.1 1.5 0.2],[5.  3.4 1.5 0.2]
28,[4.6 3.1 1.5 0.2],[4.8 3.1 1.6 0.2]
29,[4.6 3.1 1.5 0.2],[4.6 3.2 1.4 0.2]
30,[4.6 3.1 1.5 0.2],[4.7 3.2 1.6 0.2]
31,[4.6 3.1 1.5 0.2],[4.8 3.  1.4 0.1]
32,[5.  3.6 1.4 0.2],[5.4 3.9 1.7 0.4]
33,[5.  3.6 1.4 0.2],[4.6 3.4 1.4 0.3]
34,[5.  3.6 1.4 0.2],[5.  3.4 1.5 0.2]
35,[5.  3.6 1.4 0.2],[4.4 2.9 1.4 0.2]
36,[5.  3.6 1.4 0.2],[4.9 3.6 1.4 0.1]
37,[5.  3.6 1.4 0.2],[5.1 3.5 1.4 0.3]
38,[5.  3.6 1.4 0.2],[5.  3.4 1.5 0.2]
39,[5.  3.6 1.4 0.2],[5.  3.5 1.3 0.3]
40,[5.4 3.9 1.7 0.4],[4.6 3.4 1.4 0.3]
41,[5.4 3.9 1.7 0.4],[5.  3.4 1.5 0.2]
42,[5.4 3.9 1.7 0.4],[4.4 2.9 1.4 0.2]
43,[5.4 3.9 1.7 0.4],[4.9 3.1 1.5 0.1]
44,[5.4 3.9 1.7 0.4],[5.3 3.7 1.5 0.2]
45,[5.4 3.9 1.7 0.4],[5.1 3.8 1.9 0.4]
46,[5.4 3.9 1.7 0.4],[5.4 3.7 1.5 0.2]
47,[5.4 3.9 1.7 0.4],[5.7 3.8 1.7 0.3]
48,[4.6 3.4 1.4 0.3],[5.  3.4 1.5 0.2]
49,[4.6 3.4 1.4 0.3],[4.4 2.9 1.4 0.2]
50,[4.6 3.4 1.4 0.3],[4.9 3.1 1.5 0.1]
51,[4.6 3.4 1.4 0.3],[5.4 3.7 1.5 0.2]
52,[4.6 3.4 1.4 0.3],[4.6 3.2 1.4 0.2]
53,[4.6 3.4 1.4 0.3],[4.4 3.2 1.3 0.2]
54,[4.6 3.4 1.4 0.3],[4.7 3.2 1.6 0.2]
55,[4.6 3.4 1.4 0.3],[4.8 3.4 1.6 0.2]
56,[5.  3.4 1.5 0.2],[4.4 2.9 1.4 0.2]
57,[5.  3.4 1.5 0.2],[4.9 3.1 1.5 0.1]
58,[5.  3.4 1.5 0.2],[5.4 3.7 1.5 0.2]
59,[5.  3.4 1.5 0.2],[4.8 3.4 1.6 0.2]
60,[5.  3.4 1.5 0.2],[5.  3.4 1.6 0.4]
61,[5.  3.4 1.5 0.2],[5.1 3.4 1.5 0.2]
62,[5.  3.4 1.5 0.2],[5.1 3.5 1.4 0.3]
63,[5.  3.4 1.5 0.2],[5.  3.3 1.4 0.2]
64,[4.4 2.9 1.4 0.2],[4.9 3.1 1.5 0.1]
65,[4.4 2.9 1.4 0.2],[5.4 3.7 1.5 0.2]
66,[4.4 2.9 1.4 0.2],[4.8 3.4 1.6 0.2]
67,[4.4 2.9 1.4 0.2],[4.8 3.  1.4 0.1]
68,[4.4 2.9 1.4 0.2],[4.4 3.  1.3 0.2]
69,[4.4 2.9 1.4 0.2],[4.3 3.  1.1 0.1]
70,[4.4 2.9 1.4 0.2],[4.4 3.2 1.3 0.2]
71,[4.4 2.9 1.4 0.2],[4.6 3.2 1.4 0.2]
72,[4.9 3.1 1.5 0.1],[5.4 3.7 1.5 0.2]
73,[4.9 3.1 1.5 0.1],[4.8 3.4 1.6 0.2]
74,[4.9 3.1 1.5 0.1],[4.8 3.  1.4 0.1]
75,[4.9 3.1 1.5 0.1],[4.3 3.  1.1 0.1]
76,[4.9 3.1 1.5 0.1],[4.9 3.1 1.5 0.2]
77,[4.9 3.1 1.5 0.1],[4.8 3.1 1.6 0.2]
78,[4.9 3.1 1.5 0.1],[4.8 3.  1.4 0.1]
79,[4.9 3.1 1.5 0.1],[5.  3.  1.6 0.2]
80,[5.4 3.7 1.5 0.2],[4.8 3.4 1.6 0.2]
81,[5.4 3.7 1.5 0.2],[4.8 3.  1.4 0.1]
82,[5.4 3.7 1.5 0.2],[4.3 3.  1.1 0.1]
83,[5.4 3.7 1.5 0.2],[5.8 4.  1.2 0.2]
84,[5.4 3.7 1.5 0.2],[5.2 3.5 1.5 0.2]
85,[5.4 3.7 1.5 0.2],[5.3 3.7 1.5 0.2]
86,[5.4 3.7 1.5 0.2],[5.5 3.5 1.3 0.2]
87,[5.4 3.7 1.5 0.2],[5.1 3.8 1.5 0.3]
88,[4.8 3.4 1.6 0.2],[4.8 3.  1.4 0.1]
89,[4.8 3.4 1.6 0.2],[4.3 3.  1.1 0.1]
90,[4.8 3.4 1.6 0.2],[5.8 4.  1.2 0.2]
91,[4.8 3.4 1.6 0.2],[5.7 4.4 1.5 0.4]
92,[4.8 3.4 1.6 0.2],[5.  3.4 1.6 0.4]
93,[4.8 3.4 1.6 0.2],[4.8 3.4 1.9 0.2]
94,[4.8 3.4 1.6 0.2],[4.8 3.1 1.6 0.2]
95,[4.8 3.4 1.6 0.2],[4.7 3.2 1.6 0.2]
96,[4.8 3.  1.4 0.1],[4.3 3.  1.1 0.1]
97,[4.8 3.  1.4 0.1],[5.8 4.  1.2 0.2]
98,[4.8 3.  1.4 0.1],[5.7 4.4 1.5 0.4]
99,[4.8 3.  1.4 0.1],[5.4 3.9 1.3 0.4]
100,[4.8 3.  1.4 0.1],[4.8 3.  1.4 0.3]
101,[4.8 3.  1.4 0.1],[4.9 3.1 1.5 0.2]
102,[4.8 3.  1.4 0.1],[4.8 3.1 1.6 0.2]
103,[4.8 3.  1.4 0.1],[5.  3.  1.6 0.2]
104,[4.3 3.  1.1 0.1],[5.8 4.  1.2 0.2]
105,[4.3 3.  1.1 0.1],[5.7 4.4 1.5 0.4]
106,[4.3 3.  1.1 0.1],[5.4 3.9 1.3 0.4]
107,[4.3 3.  1.1 0.1],[5.1 3.5 1.4 0.3]
108,[4.3 3.  1.1 0.1],[4.4 3.  1.3 0.2]
109,[4.3 3.  1.1 0.1],[4.8 3.  1.4 0.3]
110,[4.3 3.  1.1 0.1],[4.4 3.2 1.3 0.2]
111,[4.3 3.  1.1 0.1],[4.6 3.2 1.4 0.2]
112,[5.8 4.  1.2 0.2],[5.7 4.4 1.5 0.4]
113,[5.8 4.  1.2 0.2],[5.4 3.9 1.3 0.4]
114,[5.8 4.  1.2 0.2],[5.1 3.5 1.4 0.3]
115,[5.8 4.  1.2 0.2],[5.7 3.8 1.7 0.3]
116,[5.8 4.  1.2 0.2],[5.7 4.4 1.5 0.4]
117,[5.8 4.  1.2 0.2],[5.4 3.9 1.3 0.4]
118,[5.8 4.  1.2 0.2],[5.5 4.2 1.4 0.2]
119,[5.8 4.  1.2 0.2],[5.7 3.8 1.7 0.3]
120,[5.7 4.4 1.5 0.4],[5.4 3.9 1.3 0.4]
121,[5.7 4.4 1.5 0.4],[5.1 3.5 1.4 0.3]
122,[5.7 4.4 1.5 0.4],[5.7 3.8 1.7 0.3]
123,[5.7 4.4 1.5 0.4],[5.1 3.8 1.5 0.3]
124,[5.7 4.4 1.5 0.4],[5.4 3.9 1.3 0.4]
125,[5.7 4.4 1.5 0.4],[5.2 4.1 1.5 0.1]
126,[5.7 4.4 1.5 0.4],[5.7 3.8 1.7 0.3]
127,[5.7 4.4 1.5 0.4],[5.5 4.2 1.4 0.2]
128,[5.4 3.9 1.3 0.4],[5.1 3.5 1.4 0.3]
129,[5.4 3.9 1.3 0.4],[5.7 3.8 1.7 0.3]
130,[5.4 3.9 1.3 0.4],[5.1 3.8 1.5 0.3]
131,[5.4 3.9 1.3 0.4],[5.4 3.4 1.7 0.2]
132,[5.4 3.9 1.3 0.4],[5.3 3.7 1.5 0.2]
133,[5.4 3.9 1.3 0.4],[5.5 4.2 1.4 0.2]
134,[5.4 3.9 1.3 0.4],[5.1 3.8 1.5 0.3]
135,[5.4 3.9 1.3 0.4],[5.1 3.7 1.5 0.4]
136,[5.1 3.5 1.4 0.3],[5.7 3.8 1.7 0.3]
137,[5.1 3.5 1.4 0.3],[5.1 3.8 1.5 0.3]
138,[5.1 3.5 1.4 0.3],[5.4 3.4 1.7 0.2]
139,[5.1 3.5 1.4 0.3],[5.1 3.7 1.5 0.4]
140,[5.1 3.5 1.4 0.3],[5.2 3.5 1.5 0.2]
141,[5.1 3.5 1.4 0.3],[5.2 3.4 1.4 0.2]
142,[5.1 3.5 1.4 0.3],[5.1 3.4 1.5 0.2]
143,[5.1 3.5 1.4 0.3],[5.  3.5 1.3 0.3]
144,[5.7 3.8 1.7 0.3],[5.1 3.8 1.5 0.3]
145,[5.7 3.8 1.7 0.3],[5.4 3.4 1.7 0.2]
146,[5.7 3.8 1.7 0.3],[5.1 3.7 1.5 0.4]
147,[5.7 3.8 1.7 0.3],[4.6 3.6 1.  0.2]
148,[5.7 3.8 1.7 0.3],[5.3 3.7 1.5 0.2]
149,[5.7 3.8 1.7 0.3],[5.4 3.4 1.7 0.2]
150,[5.7 3.8 1.7 0.3],[5.4 3.4 1.5 0.4]
151,[5.7 3.8 1.7 0.3],[5.5 3.5 1.3 0.2]
152,[5.1 3.8 1.5 0.3],[5.4 3.4 1.7 0.2]
153,[5.1 3.8 1.5 0.3],[5.1 3.7 1.5 0.4]
154,[5.1 3.8 1.5 0.3],[4.6 3.6 1.  0.2]
155,[5.1 3.8 1.5 0.3],[5.1 3.3 1.7 0.5]
156,[5.1 3.8 1.5 0.3],[5.1 3.8 1.6 0.2]
157,[5.1 3.8 1.5 0.3],[5.1 3.7 1.5 0.4]
158,[5.1 3.8 1.5 0.3],[5.3 3.7 1.5 0.2]
159,[5.1 3.8 1.5 0.3],[5.2 3.5 1.5 0.2]
160,[5.4 3.4 1.7 0.2],[5.1 3.7 1.5 0.4]
161,[5.4 3.4 1.7 0.2],[4.6 3.6 1.  0.2]
162,[5.4 3.4 1.7 0.2],[5.1 3.3 1.7 0.5]
163,[5.4 3.4 1.7 0.2],[4.8 3.4 1.9 0.2]
164,[5.4 3.4 1.7 0.2],[5.2 3.4 1.4 0.2]
165,[5.4 3.4 1.7 0.2],[5.2 3.5 1.5 0.2]
166,[5.4 3.4 1.7 0.2],[5.1 3.4 1.5 0.2]
167,[5.4 3.4 1.7 0.2],[5.4 3.4 1.5 0.4]
168,[5.1 3.7 1.5 0.4],[4.6 3.6 1.  0.2]
169,[5.1 3.7 1.5 0.4],[5.1 3.3 1.7 0.5]
170,[5.1 3.7 1.5 0.4],[4.8 3.4 1.9 0.2]
171,[5.1 3.7 1.5 0.4],[5.  3.  1.6 0.2]
172,[5.1 3.7 1.5 0.4],[5.2 3.5 1.5 0.2]
173,[5.1 3.7 1.5 0.4],[5.3 3.7 1.5 0.2]
174,[5.1 3.7 1.5 0.4],[5.  3.5 1.6 0.6]
175,[5.1 3.7 1.5 0.4],[5.1 3.8 1.6 0.2]
176,[4.6 3.6 1.  0.2],[5.1 3.3 1.7 0.5]
177,[4.6 3.6 1.  0.2],[4.8 3.4 1.9 0.2]
178,[4.6 3.6 1.  0.2],[5.  3.  1.6 0.2]
179,[4.6 3.6 1.  0.2],[5.  3.4 1.6 0.4]
180,[4.6 3.6 1.  0.2],[4.9 3.6 1.4 0.1]
181,[4.6 3.6 1.  0.2],[4.4 3.2 1.3 0.2]
182,[4.6 3.6 1.  0.2],[5.  3.5 1.3 0.3]
183,[4.6 3.6 1.  0.2],[4.6 3.2 1.4 0.2]
184,[5.1 3.3 1.7 0.5],[4.8 3.4 1.9 0.2]
185,[5.1 3.3 1.7 0.5],[5.  3.  1.6 0.2]
186,[5.1 3.3 1.7 0.5],[5.  3.4 1.6 0.4]
187,[5.1 3.3 1.7 0.5],[5.2 3.5 1.5 0.2]
188,[5.1 3.3 1.7 0.5],[5.4 3.4 1.5 0.4]
189,[5.1 3.3 1.7 0.5],[5.1 3.4 1.5 0.2]
190,[5.1 3.3 1.7 0.5],[5.  3.4 1.6 0.4]
191,[5.1 3.3 1.7 0.5],[5.  3.5 1.6 0.6]
192,[4.8 3.4 1.9 0.2],[5.  3.  1.6 0.2]
193,[4.8 3.4 1.9 0.2],[5.  3.4 1.6 0.4]
194,[4.8 3.4 1.9 0.2],[5.2 3.5 1.5 0.2]
195,[4.8 3.4 1.9 0.2],[5.2 3.4 1.4 0.2]
196,[4.8 3.4 1.9 0.2],[5.1 3.4 1.5 0.2]
197,[4.8 3.4 1.9 0.2],[5.  3.4 1.6 0.4]
198,[4.8 3.4 1.9 0.2],[4.8 3.1 1.6 0.2]
199,[4.8 3.4 1.9 0.2],[4.7 3.2 1.6 0.2]
200,[5.  3.  1.6 0.2],[5.  3.4 1.6 0.4]
201,[5.  3.  1.6 0.2],[5.2 3.5 1.5 0.2]
202,[5.  3.  1.6 0.2],[5.2 3.4 1.4 0.2]
203,[5.  3.  1.6 0.2],[4.7 3.2 1.6 0.2]
204,[5.  3.  1.6 0.2],[4.8 3.  1.4 0.3]
205,[5.  3.  1.6 0.2],[4.8 3.1 1.6 0.2]
206,[5.  3.  1.6 0.2],[4.9 3.1 1.5 0.2]
207,[5.  3.  1.6 0.2],[4.7 3.2 1.6 0.2]
208,[5.  3.4 1.6 0.4],[5.2 3.5 1.5 0.2]
209,[5.  3.4 1.6 0.4],[5.2 3.4 1.4 0.2]
210,[5.  3.4 1.6 0.4],[4.7 3.2 1.6 0.2]
211,[5.  3.4 1.6 0.4],[4.8 3.1 1.6 0.2]
212,[5.  3.4 1.6 0.4],[5.2 3.5 1.5 0.2]
213,[5.  3.4 1.6 0.4],[5.  3.5 1.6 0.6]
214,[5.  3.4 1.6 0.4],[5.1 3.4 1.5 0.2]
215,[5.  3.4 1.6 0.4],[5.  3.3 1.4 0.2]
216,[5.2 3.5 1.5 0.2],[5.2 3.4 1.4 0.2]
217,[5.2 3.5 1.5 0.2],[4.7 3.2 1.6 0.2]
218,[5.2 3.5 1.5 0.2],[4.8 3.1 1.6 0.2]
219,[5.2 3.5 1.5 0.2],[5.4 3.4 1.5 0.4]
220,[5.2 3.5 1.5 0.2],[5.2 3.4 1.4 0.2]
221,[5.2 3.5 1.5 0.2],[5.1 3.4 1.5 0.2]
222,[5.2 3.5 1.5 0.2],[5.  3.5 1.3 0.3]
223,[5.2 3.5 1.5 0.2],[5.3 3.7 1.5 0.2]
224,[5.2 3.4 1.4 0.2],[4.7 3.2 1.6 0.2]
225,[5.2 3.4 1.4 0.2],[4.8 3.1 1.6 0.2]
226,[5.2 3.4 1.4 0.2],[5.4 3.4 1.5 0.4]
227,[5.2 3.4 1.4 0.2],[5.2 4.1 1.5 0.1]
228,[5.2 3.4 1.4 0.2],[5.  3.5 1.3 0.3]
229,[5.2 3.4 1.4 0.2],[5.  3.3 1.4 0.2]
230,[5.2 3.4 1.4 0.2],[5.4 3.4 1.5 0.4]
231,[5.2 3.4 1.4 0.2],[5.1 3.4 1.5 0.2]
232,[4.7 3.2 1.6 0.2],[4.8 3.1 1.6 0.2]
233,[4.7 3.2 1.6 0.2],[5.4 3.4 1.5 0.4]
234,[4.7 3.2 1.6 0.2],[5.2 4.1 1.5 0.1]
235,[4.7 3.2 1.6 0.2],[5.5 4.2 1.4 0.2]
236,[4.7 3.2 1.6 0.2],[4.8 3.1 1.6 0.2]
237,[4.7 3.2 1.6 0.2],[4.6 3.2 1.4 0.2]
238,[4.7 3.2 1.6 0.2],[4.8 3.  1.4 0.3]
239,[4.7 3.2 1.6 0.2],[4.9 3.1 1.5 0.2]
240,[4.8 3.1 1.6 0.2],[5.4 3.4 1.5 0.4]
241,[4.8 3.1 1.6 0.2],[5.2 4.1 1.5 0.1]
242,[4.8 3.1 1.6 0.2],[5.5 4.2 1.4 0.2]
243,[4.8 3.1 1.6 0.2],[4.9 3.1 1.5 0.2]
244,[4.8 3.1 1.6 0.2],[4.8 3.  1.4 0.3]
245,[4.8 3.1 1.6 0.2],[5.  3.3 1.4 0.2]
246,[4.8 3.1 1.6 0.2],[4.6 3.2 1.4 0.2]
247,[4.8 3.1 1.6 0.2],[4.9 3.1 1.5 0.2]
248,[5.4 3.4 1.5 0.4],[5.2 4.1 1.5 0.1]
249,[5.4 3.4 1.5 0.4],[5.5 4.2 1.4 0.2]
250,[5.4 3.4 1.5 0.4],[4.9 3.1 1.5 0.2]
251,[5.4 3.4 1.5 0.4],[5.  3.2 1.2 0.2]
252,[5.4 3.4 1.5 0.4],[5.1 3.4 1.5 0.2]
253,[5.4 3.4 1.5 0.4],[5.5 3.5 1.3 0.2]
254,[5.4 3.4 1.5 0.4],[5.3 3.7 1.5 0.2]
255,[5.4 3.4 1.5 0.4],[5.  3.5 1.6 0.6]
256,[5.2 4.1 1.5 0.1],[5.5 4.2 1.4 0.2]
257,[5.2 4.1 1.5 0.1],[4.9 3.1 1.5 0.2]
258,[5.2 4.1 1.5 0.1],[5.  3.2 1.2 0.2]
259,[5.2 4.1 1.5 0.1],[5.5 3.5 1.3 0.2]
260,[5.2 4.1 1.5 0.1],[5.5 4.2 1.4 0.2]
261,[5.2 4.1 1.5 0.1],[4.9 3.6 1.4 0.1]
262,[5.2 4.1 1.5 0.1],[5.1 3.8 1.6 0.2]
263,[5.2 4.1 1.5 0.1],[5.3 3.7 1.5 0.2]
264,[5.5 4.2 1.4 0.2],[4.9 3.1 1.5 0.2]
265,[5.5 4.2 1.4 0.2],[5.  3.2 1.2 0.2]
266,[5.5 4.2 1.4 0.2],[5.5 3.5 1.3 0.2]
267,[5.5 4.2 1.4 0.2],[4.9 3.6 1.4 0.1]
268,[5.5 4.2 1.4 0.2],[5.1 3.8 1.9 0.4]
269,[5.5 4.2 1.4 0.2],[5.1 3.8 1.6 0.2]
270,[5.5 4.2 1.4 0.2],[5.5 3.5 1.3 0.2]
271,[5.5 4.2 1.4 0.2],[5.3 3.7 1.5 0.2]
272,[4.9 3.1 1.5 0.2],[5.  3.2 1.2 0.2]
273,[4.9 3.1 1.5 0.2],[5.5 3.5 1.3 0.2]
274,[4.9 3.1 1.5 0.2],[4.9 3.6 1.4 0.1]
275,[4.9 3.1 1.5 0.2],[4.4 3.  1.3 0.2]
276,[4.9 3.1 1.5 0.2],[5.  3.2 1.2 0.2]
277,[4.9 3.1 1.5 0.2],[5.  3.3 1.4 0.2]
278,[4.9 3.1 1.5 0.2],[4.8 3.  1.4 0.3]
279,[4.9 3.1 1.5 0.2],[4.6 3.2 1.4 0.2]
280,[5.  3.2 1.2 0.2],[5.5 3.5 1.3 0.2]
281,[5.  3.2 1.2 0.2],[4.9 3.6 1.4 0.1]
282,[5.  3.2 1.2 0.2],[4.4 3.  1.3 0.2]
283,[5.  3.2 1.2 0.2],[5.1 3.4 1.5 0.2]
284,[5.  3.2 1.2 0.2],[4.8 3.  1.4 0.3]
285,[5.  3.2 1.2 0.2],[5.  3.3 1.4 0.2]
286,[5.  3.2 1.2 0.2],[5.  3.5 1.3 0.3]
287,[5.  3.2 1.2 0.2],[5.1 3.4 1.5 0.2]
288,[5.5 3.5 1.3 0.2],[4.9 3.6 1.4 0.1]
289,[5.5 3.5 1.3 0.2],[4.4 3.  1.3 0.2]
290,[5.5 3.5 1.3 0.2],[5.1 3.4 1.5 0.2]
291,[5.5 3.5 1.3 0.2],[5.  3.5 1.3 0.3]
292,[5.5 3.5 1.3 0.2],[5.3 3.7 1.5 0.2]
293,[5.5 3.5 1.3 0.2],[5.  3.3 1.4 0.2]
294,[5.5 3.5 1.3 0.2],[5.1 3.4 1.5 0.2]
295,[5.5 3.5 1.3 0.2],[5.  3.5 1.3 0.3]
296,[4.9 3.6 1.4 0.1],[4.4 3.  1.3 0.2]
